artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id
Cindy Sherman,10,1996,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3168718666,69
Cindy Sherman,11,2001,American,American,Female,White,Not Hispanic or Latinx,gardner,0.8298004251,69
Cindy Sherman,12,2005,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3690356719,69
Cindy Sherman,13,2009,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3511164532,69
Cindy Sherman,14,2013,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3189558196,69
Cindy Sherman,15,2016,American,American,Female,White,Not Hispanic or Latinx,gardner,0.330044843,69
Cindy Sherman,16,2020,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3312009082,69
Claude Monet,1,1926,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8088307723,70
Claude Monet,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5358988412,70
Claude Monet,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7118771883,70
Claude Monet,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7313842469,70
Claude Monet,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7408182886,70
Claude Monet,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6098191669,70
Claude Monet,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.616231253,70
Claude Monet,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6628061638,70
Claude Monet,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,1.0837113332000001,70
Claude Monet,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.4734736655,70
Claude Monet,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1650548915999999,70
Claude Monet,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,1.5594748279,70
Claude Monet,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,1.6025611391,70
Claude Monet,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,1.8391371578,70
Claude Monet,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,1.6922250859,70
Cliff Whiting (Te Whanau-A-Apanui),11,2001,New Zealander,Other,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx,gardner,0.4048476618,71
Cliff Whiting (Te Whanau-A-Apanui),12,2005,New Zealander,Other,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx,gardner,0.4220874008,71
Cliff Whiting (Te Whanau-A-Apanui),13,2009,New Zealander,Other,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx,gardner,0.4910699151,71
Cliff Whiting (Te Whanau-A-Apanui),14,2013,New Zealander,Other,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx,gardner,0.4282280061,71
Dante Gabriel Rossetti,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3043899811,72
Dante Gabriel Rossetti,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2553751178,72
Dante Gabriel Rossetti,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2780269058,72
Dante Gabriel Rossetti,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2808931626,72
Dante Gabriel Rossetti,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4617287769,72
Dante Gabriel Rossetti,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2731345115,72
David Alfaro Siqueiros,3,1948,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.3003157494,73
David Alfaro Siqueiros,4,1959,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.40888769189999996,73
David Alfaro Siqueiros,5,1970,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.2958598692,73
David Alfaro Siqueiros,6,1975,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.2824484564,73
David Alfaro Siqueiros,7,1980,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.3009780467,73
David Em,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3888339415,74
David Em,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3361183278,74
David Em,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3379405772,74
David Em,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3343503922,74
David Em,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2757616384,74
David Em,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5505953301,74
David Hockney,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6243309002,75
David Hockney,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3278025988,75
David Octavius Hill,4,1959,Scottish,Other,Male,White,Not Hispanic or Latinx,gardner,0.2585510369,76
Robert Adamson,4,1959,Scottish,Other,Male,White,Not Hispanic or Latinx,gardner,0.2585510369,341
David Octavius Hill,9,1991,Scottish,Other,Male,White,Not Hispanic or Latinx,gardner,0.2622871046,76
Robert Adamson,9,1991,Scottish,Other,Male,White,Not Hispanic or Latinx,gardner,0.2622871046,341
David Wojnarowicz,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2809842938,78
David Wojnarowicz,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3437946659,78
David Wojnarowicz,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2476538302,78
David Wojnarowicz,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4038802336,78
David Wojnarowicz,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4223751353,78
David Wojnarowicz,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.423217354,78
"Devised by Johann Wolfgang von Goethe. Prepared by Josef Albers and Sewell Sillman, Yale University",4,1959,German-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.6975491516,79
Diane Arbus,14,2013,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2851925477,80
Diego Rivera,2,1936,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.6500156593,81
Diego Rivera,3,1948,Mexican,Other,Male,White,Hispanic or Latinx,gardner,1.042000109,81
Diego Rivera,4,1959,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.3563156477,81
Diego Rivera,11,2001,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.491335026,81
Diego Rivera,12,2005,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.4056351306,81
Diego Rivera,13,2009,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.3736612578,81
Diego Rivera,14,2013,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.6686391444,81
Diego Rivera,15,2016,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.6649141797,81
Diego Rivera,16,2020,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.5237941826,81
Dorothea Lange,9,1991,American,American,Female,White,Not Hispanic or Latinx,gardner,0.5787672344,83
Dorothea Lange,10,1996,American,American,Female,White,Not Hispanic or Latinx,gardner,0.5211282016,83
Dorothea Lange,11,2001,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3554558337,83
Dorothea Lange,12,2005,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3017820758,83
Dorothea Lange,13,2009,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3109888586,83
Dorothea Lange,14,2013,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3224538856,83
Dorothea Lange,15,2016,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4758311427,83
Dorothea Lange,16,2020,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3954344624,83
Dorothea Rockburne,10,1996,Canadian,Other,Female,White,Not Hispanic or Latinx,gardner,0.7360253743,84
Duane Michals,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3805352798,85
Eadweard Muybridge,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4295717748,86
Eadweard Muybridge,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.617810219,86
Eadweard Muybridge,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4989938952,86
Eadweard Muybridge,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3529463864,86
Eadweard Muybridge,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3034546726,86
Eadweard Muybridge,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3576194659,86
Eadweard Muybridge,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6574206771,86
Eadweard Muybridge,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6018865007,86
Eadweard Muybridge,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.650297619,86
Edgar Degas,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5003523332,88
Edgar Degas,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4197288911,88
Edgar Degas,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5207379478,88
Edgar Degas,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1778656127,88
Edgar Degas,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.2545027241,88
Edgar Degas,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9891113144000001,88
Edgar Degas,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,1.7732393393,88
Edgar Degas,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.0918897,88
Edgar Degas,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,1.9038573037,88
Edgar Degas,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.051724138,88
Edgar Degas,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.725633306,88
Edgar Degas,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7366279876,88
Edgar Degas,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8614026166,88
Edgar Degas,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8229318076000001,88
Edgar Degas,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7584990181,88
Edgards Iltners,6,1975,Latvian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2792436705,89
Edgards Iltners,7,1980,Latvian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2541514213,89
Édouard Manet,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4917397432,90
Édouard Manet,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3725842452,90
Édouard Manet,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,1.4963102612,90
Édouard Manet,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1223177103,90
Édouard Manet,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.2106612542000001,90
Édouard Manet,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,1.5840662824,90
Édouard Manet,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,1.7646001799,90
Édouard Manet,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.3929278184,90
Édouard Manet,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,1.7805327239,90
Édouard Manet,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.6282475201,90
Édouard Manet,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,1.3400237204,90
Édouard Manet,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,1.3635060792,90
Édouard Manet,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,1.9710754627,90
Édouard Manet,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,1.9050873666,90
Édouard Manet,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,2.2474380216,90
Eduardo Paolozzi,9,1991,Scottish,Other,Male,White,Not Hispanic or Latinx,gardner,0.4706569343,92
Edvard Munch,5,1970,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3133444245,93
Edvard Munch,6,1975,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3086849696,93
Edvard Munch,7,1980,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2545384182,93
Edvard Munch,8,1986,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2630969659,93
Edvard Munch,9,1991,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3605515004,93
Edvard Munch,10,1996,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4895808465,93
Edvard Munch,11,2001,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3672945205,93
Edvard Munch,12,2005,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3284523918,93
Edvard Munch,13,2009,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3482501965,93
Edvard Munch,14,2013,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3877768018,93
Edvard Munch,15,2016,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5121385496,93
Edvard Munch,16,2020,Norwegian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4779547128,93
Edward Burne-Jones,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5896777371,94
Edward Burne-Jones,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6155401203,94
Edward Burne-Jones,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4659854015,94
Edward Burne-Jones,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5491286109,94
Edward Burtynsky,14,2013,Canadian,Other,Male,White,Not Hispanic or Latinx,gardner,0.337155009,95
Edward Burtynsky,15,2016,Canadian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2753363229,95
Edward Burtynsky,16,2020,Canadian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2788260923,95
Edward Hopper,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3620028187,96
Edward Hopper,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3920010773,96
Edward Hopper,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4195925978,96
Edward Hopper,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4339104292,96
Edward Hopper,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4477372263,96
Edward Hopper,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4955151598,96
Edward Hopper,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4221776098,96
Edward Hopper,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4377033726,96
Edward Hopper,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4500793614,96
Edward Hopper,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3606860524,96
Edward Hopper,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3592082882,96
Edward Hopper,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4445109229,96
Edward Ruscha,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3024817518,97
Edward Ruscha,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3297977559,97
Edward Weston,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3490673155,99
Edward Weston,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3075549126,99
Edward Weston,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3104491683,99
Edward Weston,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3551384587,99
Edward Weston,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3582820951,99
Edward Weston,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3439152621,99
Edward Weston,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3531234659,99
Egon Schiele,14,2013,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.449540012,100
Egon Schiele,15,2016,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.487552188,100
Egon Schiele,16,2020,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4337414089,100
El Lissitzky,4,1959,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3235927821,101
Élisabeth Louise Vigée-Lebrun,7,1980,French,French,Female,White,Not Hispanic or Latinx,gardner,0.2464466648,102
Élisabeth Louise Vigée-Lebrun,8,1986,French,French,Female,White,Not Hispanic or Latinx,gardner,0.2626995646,102
Élisabeth Louise Vigée-Lebrun,9,1991,French,French,Female,White,Not Hispanic or Latinx,gardner,0.3133819951,102
Élisabeth Louise Vigée-Lebrun,10,1996,French,French,Female,White,Not Hispanic or Latinx,gardner,0.3459636438,102
Élisabeth Louise Vigée-Lebrun,11,2001,French,French,Female,White,Not Hispanic or Latinx,gardner,0.8312175248,102
Élisabeth Louise Vigée-Lebrun,12,2005,French,French,Female,White,Not Hispanic or Latinx,gardner,0.3149347687,102
Élisabeth Louise Vigée-Lebrun,13,2009,French,French,Female,White,Not Hispanic or Latinx,gardner,0.2995238315,102
Élisabeth Louise Vigée-Lebrun,14,2013,French,French,Female,White,Not Hispanic or Latinx,gardner,0.3127455966,102
Élisabeth Louise Vigée-Lebrun,15,2016,French,French,Female,White,Not Hispanic or Latinx,gardner,0.3755682697,102
Élisabeth Louise Vigée-Lebrun,16,2020,French,French,Female,White,Not Hispanic or Latinx,gardner,0.2550165685,102
Elizabeth Murray,15,2016,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3063089531,103
Elizabeth Murray,16,2020,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3332873098,103
Ellsworth Kelly,5,1970,American,American,Male,White,Not Hispanic or Latinx,gardner,0.7969778211,104
Ellsworth Kelly,6,1975,American,American,Male,White,Not Hispanic or Latinx,gardner,0.8487341096,104
Ellsworth Kelly,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4825499578,104
Ellsworth Kelly,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4725274725,104
Ellsworth Kelly,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4142092457,104
Ellsworth Kelly,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3060263975,104
Ellsworth Kelly,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3738338451,104
Ellsworth Kelly,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2511936259,104
