ArtistName,EditionNumber,NumberofWorldCatPublications,ArtistUniqueID ,ArtistNationality,ArtistGender,ArtistRace,ArtistEthnicity,TitleofWork,Year,WidthofActualWork(cm),HeightofWorkinJanson(cm),WidthofWorkinJanson(cm),LengthofText(cm),WidthofText(cm),AreaWorkinJanson(cm^2),AreaTextinJanson(cm^2),TotalSpace(cm^2),PageArea(cm^2),SpaceRatioPerPage,Book,,,,,,,,,,,WidthofActualWork(in),,HeightofWorkinJanson(in inches),WidthofWorkinJanson(in),LengthofText(in),WidthofText(in)
Pablo Picasso,3,,190,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1986,71.12,10.795,7.62,4.445,8.89,82.2579,39.51605,121.77395,599.96,0.2029701147,janson,,,,,,,,,,,28,,4.25,3,1.75,3.5
Pablo Picasso,3,,190,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1986,34.925,6.985,8.255,6.985,8.89,57.661175,62.09665,119.757825,599.96,0.1996096823,janson,,,,,,,,,,,13.75,,2.75,3.25,2.75,3.5
Pablo Picasso,3,,190,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1986,82.55,13.335,8.89,6.35,8.89,118.54815,56.4515,174.99965,599.96,0.291685529,janson,,,,,,,,,,,32.5,,5.25,3.5,2.5,3.5
Pablo Picasso,3,,190,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1986,142.875,23.1775,15.875,8.89,8.89,367.9428125,79.0321,446.9749125,599.96,0.7450078547,janson,,,,,,,,,,,56.25,,9.125,6.25,3.5,3.5
Pablo Picasso,3,,190,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1986,222.885,7.9375,9.525,4.445,8.89,75.6046875,39.51605,115.1207375,599.96,0.1918806879,janson,,,,,,,,,,,87.75,,3.125,3.75,1.75,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,Guernica,1991,782.32,8.255,18.0975,15.24,8.89,149.3948625,135.4836,284.8784625,592.8,0.480564208,janson,,,,,,,,,,,308,,3.25,7.125,6,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1991,233.68,19.05,18.0975,20.32,8.89,344.757375,180.6448,525.402175,592.8,0.8863059632,janson,,,,,,,,,,,92,,7.5,7.125,8,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1991,71.12,12.3825,8.89,5.08,8.89,110.080425,45.1612,155.241625,592.8,0.2618785847,janson,,,,,,,,,,,28,,4.875,3.5,2,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1991,65.0875,12.7,8.89,9.525,8.89,112.903,84.67725,197.58025,592.8,0.3333000169,janson,,,,,,,,,,,25.625,,5,3.5,3.75,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1991,34.925,10.16,12.7,13.97,8.89,129.032,124.1933,253.2253,592.8,0.4271681849,janson,,,,,,,,,,,13.75,,4,5,5.5,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1991,82.55,13.335,8.5725,6.35,8.89,114.3142875,56.4515,170.7657875,592.8,0.2880664432,janson,,,,,,,,,,,32.5,,5.25,3.375,2.5,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1991,142.875,11.43,7.62,8.255,8.89,87.0966,73.38695,160.48355,592.8,0.2707212382,janson,,,,,,,,,,,56.25,,4.5,3,3.25,3.5
Pablo Picasso,4,,190,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1991,222.885,16.8275,18.0975,8.89,8.89,304.5356813,79.0321,383.5677813,592.8,0.6470441654,janson,,,,,,,,,,,87.75,,6.625,7.125,3.5,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,Guernica,1995,782.32,8.255,18.0975,13.335,8.89,149.3948625,118.54815,267.9430125,618.45,0.4332492724,janson,,,,,,,,,,,308,,3.25,7.125,5.25,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1995,233.68,19.05,18.0975,19.05,8.89,344.757375,169.3545,514.111875,618.45,0.8312909289,janson,,,,,,,,,,,92,,7.5,7.125,7.5,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1995,71.12,12.3825,8.5725,4.445,8.89,106.1489813,39.51605,145.6650313,618.45,0.2355324299,janson,,,,,,,,,,,28,,4.875,3.375,1.75,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1995,65.0875,13.0175,8.5725,11.43,8.89,111.5925188,101.6127,213.2052188,618.45,0.3447412382,janson,,,,,,,,,,,25.625,,5.125,3.375,4.5,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1995,34.925,10.16,12.7,13.6525,8.89,129.032,121.370725,250.402725,618.45,0.4048875819,janson,,,,,,,,,,,13.75,,4,5,5.375,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1995,82.55,13.0175,8.89,6.985,8.89,115.725575,62.09665,177.822225,618.45,0.2875288625,janson,,,,,,,,,,,32.5,,5.125,3.5,2.75,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1995,142.875,12.3825,7.9375,10.16,8.89,98.28609375,90.3224,188.6084938,618.45,0.3049696722,janson,,,,,,,,,,,56.25,,4.875,3.125,4,3.5
Pablo Picasso,5,,190,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1995,222.885,16.8275,18.0975,8.255,8.89,304.5356813,73.38695,377.9226313,618.45,0.6110803319,janson,,,,,,,,,,,87.75,,6.625,7.125,3.25,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Girl Before a Mirror,2001,130.175,10.16,7.9375,13.97,8.89,80.645,124.1933,204.8383,640.2,0.3199598563,janson,,,,,,,,,,,51.25,,4,3.125,5.5,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Guernica,2001,782.32,8.255,18.0975,15.24,8.89,149.3948625,135.4836,284.8784625,640.2,0.4449835403,janson,,,,,,,,,,,308,,3.25,7.125,6,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,2001,233.68,19.05,18.0975,20.6375,8.89,344.757375,183.467375,528.22475,640.2,0.8250933302,janson,,,,,,,,,,,92,,7.5,7.125,8.125,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Mother and Child,2001,71.12,12.3825,8.89,9.525,8.89,110.080425,84.67725,194.757675,640.2,0.3042138004,janson,,,,,,,,,,,28,,4.875,3.5,3.75,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,2001,65.0875,13.0175,8.5725,10.795,8.89,111.5925188,95.96755,207.5600688,640.2,0.3242112914,janson,,,,,,,,,,,25.625,,5.125,3.375,4.25,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,2001,34.925,10.16,12.7,13.97,8.89,129.032,124.1933,253.2253,640.2,0.3955409247,janson,,,,,,,,,,,13.75,,4,5,5.5,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,2001,82.55,13.0175,8.5725,6.35,8.89,111.5925188,56.4515,168.0440188,640.2,0.2624867522,janson,,,,,,,,,,,32.5,,5.125,3.375,2.5,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Three Dancers,2001,142.875,12.3825,7.9375,12.065,8.89,98.28609375,107.25785,205.5439438,640.2,0.3210620802,janson,,,,,,,,,,,56.25,,4.875,3.125,4.75,3.5
Pablo Picasso,6,,190,Spanish,Male,White,Hispanic or Latinx,Three Musicians,2001,222.885,16.8275,18.0975,8.89,8.89,304.5356813,79.0321,383.5677813,640.2,0.5991374278,janson,,,,,,,,,,,87.75,,6.625,7.125,3.5,3.5
Pablo Picasso,7,,190,Spanish,Male,White,Hispanic or Latinx,Guernica,2007,782.32,8.89,20.0025,29.21,8.89,177.822225,259.6769,437.499125,623.5,0.7016826383,janson,,,,,,,,,,,308,,3.5,7.875,11.5,3.5
Pablo Picasso,7,,190,Spanish,Male,White,Hispanic or Latinx,"Guitar, Sheet Music, and Wine Glass",2007,46.99,10.795,8.255,15.24,8.89,89.112725,135.4836,224.596325,623.5,0.3602186447,janson,,,,,,,,,,,18.5,,4.25,3.25,6,3.5
Pablo Picasso,7,,190,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,2007,233.68,14.9225,14.2875,47.625,8.89,213.2052188,423.38625,636.5914688,623.5,1.020996742,janson,,,,,,,,,,,92,,5.875,5.625,18.75,3.5
Pablo Picasso,7,,190,Spanish,Male,White,Hispanic or Latinx,Three Dancers,2007,142.875,13.335,8.89,10.4775,8.89,118.54815,93.144975,211.693125,623.5,0.3395238573,janson,,,,,,,,,,,56.25,,5.25,3.5,4.125,3.5
Pablo Picasso,7,,190,Spanish,Male,White,Hispanic or Latinx,Three Musicians,2007,222.885,14.2875,15.875,13.0175,8.89,226.8140625,115.725575,342.5396375,623.5,0.5493819366,janson,,,,,,,,,,,87.75,,5.625,6.25,5.125,3.5
Pablo Picasso,7,,190,Spanish,Male,White,Hispanic or Latinx,Violin,2007,65.0875,12.065,9.525,24.13,8.89,114.919125,214.5157,329.434825,623.5,0.5283637931,janson,,,,,,,,,,,25.625,,4.75,3.75,9.5,3.5
Pablo Picasso,8,,190,Spanish,Male,White,Hispanic or Latinx,Guernica,2011,782.32,9.525,20.955,27.94,8.89,199.596375,248.3866,447.982975,616.59,0.7265492061,janson,,,,,,,,,,,308,,3.75,8.25,11,3.5
Pablo Picasso,8,,190,Spanish,Male,White,Hispanic or Latinx,"Guitar, Sheet Music, and Wine Glass",2011,46.99,13.6525,10.16,25.4,8.89,138.7094,225.806,364.5154,616.59,0.5911795521,janson,,,,,,,,,,,18.5,,5.375,4,10,3.5
Pablo Picasso,8,,190,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,2011,233.68,14.9225,14.2875,45.085,8.89,213.2052188,400.80565,614.0108688,616.59,0.995817105,janson,,,,,,,,,,,92,,5.875,5.625,17.75,3.5
Pablo Picasso,8,,190,Spanish,Male,White,Hispanic or Latinx,Three Dancers,2011,142.875,15.24,10.16,20.32,8.89,154.8384,180.6448,335.4832,616.59,0.544094455,janson,,,,,,,,,,,56.25,,6,4,8,3.5
Pablo Picasso,8,,190,Spanish,Male,White,Hispanic or Latinx,Violin,2011,65.0875,13.97,9.525,24.765,8.89,133.06425,220.16085,353.2251,616.59,0.572868681,janson,,,,,,,,,,,25.625,,5.5,3.75,9.75,3.5
Paul Cézanne,1,,191,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1963,101.6,14.2875,8.255,10.16,8.255,117.9433125,83.8708,201.8141125,631.47,0.3195941414,janson,,,,,,,,,,,40,,5.625,3.25,4,3.25
Paul Cézanne,1,,191,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1963,54.61,10.4775,12.3825,10.795,8.255,129.7376438,89.112725,218.8503688,631.47,0.3465728677,janson,,,,,,,,,,,21.5,,4.125,4.875,4.25,3.25
Paul Cézanne,1,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1963,81.28,10.16,12.7,8.255,8.255,129.032,68.145025,197.177025,631.47,0.3122508195,janson,,,,,,,,,,,32,,4,5,3.25,3.25
Paul Cézanne,1,,191,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1963,26.9875,26.035,20.32,3.81,8.255,529.0312,31.45155,560.48275,631.47,0.8875841291,janson,,,,,,,,,,,10.625,,10.25,8,1.5,3.25
Paul Cézanne,1.1,,191,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1969,101.6,14.2875,8.255,10.16,8.255,117.9433125,83.8708,201.8141125,635.1,0.3177674579,janson,,,,,,,,,,,40,,5.625,3.25,4,3.25
Paul Cézanne,1.1,,191,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1969,54.61,10.4775,12.3825,10.795,8.255,129.7376438,89.112725,218.8503688,635.1,0.3445919835,janson,,,,,,,,,,,21.5,,4.125,4.875,4.25,3.25
Paul Cézanne,1.1,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1969,81.28,10.16,12.7,8.255,8.255,129.032,68.145025,197.177025,635.1,0.3104661077,janson,,,,,,,,,,,32,,4,5,3.25,3.25
Paul Cézanne,1.1,,191,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1969,26.9875,26.035,20.32,3.81,8.255,529.0312,31.45155,560.48275,635.1,0.8825110219,janson,,,,,,,,,,,10.625,,10.25,8,1.5,3.25
Paul Cézanne,2,,191,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1977,101.6,14.2875,8.255,8.89,8.255,117.9433125,73.38695,191.3302625,611.1,0.3130915767,janson,,,,,,,,,,,40,,5.625,3.25,3.5,3.25
Paul Cézanne,2,,191,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1977,54.61,10.795,12.7,10.795,8.255,137.0965,89.112725,226.209225,611.1,0.3701672803,janson,,,,,,,,,,,21.5,,4.25,5,4.25,3.25
Paul Cézanne,2,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1977,81.28,10.16,12.7,8.89,8.255,129.032,73.38695,202.41895,611.1,0.3312370316,janson,,,,,,,,,,,32,,4,5,3.5,3.25
Paul Cézanne,2,,191,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1977,26.9875,26.035,20.32,6.35,8.255,529.0312,52.41925,581.45045,611.1,0.9514816724,janson,,,,,,,,,,,10.625,,10.25,8,2.5,3.25
Paul Cézanne,3,,191,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1986,101.6,15.24,8.89,6.35,8.89,135.4836,56.4515,191.9351,599.96,0.3199131609,janson,,,,,,,,,,,40,,6,3.5,2.5,3.5
Paul Cézanne,3,,191,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1986,54.61,11.1125,13.335,10.16,8.89,148.1851875,90.3224,238.5075875,599.96,0.3975391484,janson,,,,,,,,,,,21.5,,4.375,5.25,4,3.5
Paul Cézanne,3,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1986,81.28,10.795,13.335,8.255,8.89,143.951325,73.38695,217.338275,599.96,0.3622546086,janson,,,,,,,,,,,32,,4.25,5.25,3.25,3.5
Paul Cézanne,3,,191,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1986,26.9875,25.7175,20.0025,5.715,8.89,514.4142938,50.80635,565.2206438,599.96,0.9420972127,janson,,,,,,,,,,,10.625,,10.125,7.875,2.25,3.5
Paul Cézanne,4,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1991,81.28,12.065,14.9225,8.255,8.89,180.0399625,73.38695,253.4269125,592.8,0.4275082869,janson,,,,,,,,,,,32,,4.75,5.875,3.25,3.5
Paul Cézanne,4,,191,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1991,26.9875,23.8125,18.0975,8.89,8.89,430.9467188,79.0321,509.9788188,592.8,0.8602881558,janson,,,,,,,,,,,10.625,,9.375,7.125,3.5,3.5
Paul Cézanne,4,,191,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,1991,53.975,9.8425,11.7475,8.89,8.89,115.6247688,79.0321,194.6568688,592.8,0.328368537,janson,,,,,,,,,,,21.25,,3.875,4.625,3.5,3.5
Paul Cézanne,5,,191,French,Male,White,Not Hispanic or Latinx,A Modern Olympia,1995,55.0545,13.335,13.335,13.97,8.89,177.822225,124.1933,302.015525,618.45,0.4883426712,janson,,,,,,,,,,,21.675,,5.25,5.25,5.5,3.5
Paul Cézanne,5,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1995,81.28,12.065,14.9225,8.255,8.89,180.0399625,73.38695,253.4269125,618.45,0.4097775285,janson,,,,,,,,,,,32,,4.75,5.875,3.25,3.5
Paul Cézanne,5,,191,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1995,26.9875,23.8125,18.0975,5.715,8.89,430.9467188,50.80635,481.7530688,618.45,0.7789684999,janson,,,,,,,,,,,10.625,,9.375,7.125,2.25,3.5
Paul Cézanne,5,,191,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,1995,53.975,9.8425,12.065,8.255,8.89,118.7497625,73.38695,192.1367125,618.45,0.3106746099,janson,,,,,,,,,,,21.25,,3.875,4.75,3.25,3.5
Paul Cézanne,6,,191,French,Male,White,Not Hispanic or Latinx,A Modern Olympia,2001,54.9275,13.335,13.0175,15.24,8.89,173.5883625,135.4836,309.0719625,640.2,0.4827740745,janson,,,,,,,,,,,21.625,,5.25,5.125,6,3.5
Paul Cézanne,6,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,2001,80.01,12.065,14.9225,8.255,8.89,180.0399625,73.38695,253.4269125,640.2,0.3958558458,janson,,,,,,,,,,,31.5,,4.75,5.875,3.25,3.5
Paul Cézanne,6,,191,French,Male,White,Not Hispanic or Latinx,Self-Portrait  ,2001,26.9875,23.495,18.0975,5.715,8.89,425.2007625,50.80635,476.0071125,640.2,0.7435287605,janson,,,,,,,,,,,10.625,,9.25,7.125,2.25,3.5
Paul Cézanne,6,,191,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,2001,53.975,10.16,12.065,8.89,8.89,122.5804,79.0321,201.6125,640.2,0.3149211184,janson,,,,,,,,,,,21.25,,4,4.75,3.5,3.5
Paul Cézanne,7,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire,2007,81.28,13.6525,18.0975,22.86,8.89,247.0761188,203.2254,450.3015188,623.5,0.7222157478,janson,,,,,,,,,,,32,,5.375,7.125,9,3.5
Paul Cézanne,7,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,2007,80.01,10.4775,13.0175,12.065,8.89,136.3908563,107.25785,243.6487063,623.5,0.3907757919,janson,,,,,,,,,,,31.5,,4.125,5.125,4.75,3.5
Paul Cézanne,7,,191,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,2007,53.975,11.7475,14.2875,13.97,8.89,167.8424063,124.1933,292.0357063,623.5,0.468381245,janson,,,,,,,,,,,21.25,,4.625,5.625,5.5,3.5
Paul Cézanne,8,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire,2011,81.28,14.2875,19.05,29.21,8.89,272.176875,259.6769,531.853775,616.59,0.8625728199,janson,,,,,,,,,,,32,,5.625,7.5,11.5,3.5
Paul Cézanne,8,,191,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,2011,80.01,10.4775,13.0175,12.065,8.89,136.3908563,107.25785,243.6487063,616.59,0.3951551375,janson,,,,,,,,,,,31.5,,4.125,5.125,4.75,3.5
Paul Cézanne,8,,191,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,2011,53.975,13.0175,15.875,11.43,8.89,206.6528125,101.6127,308.2655125,616.59,0.4999521765,janson,,,,,,,,,,,21.25,,5.125,6.25,4.5,3.5
Paul Gauguin,1,,192,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1963,#VALUE!,7.62,13.335,12.7,8.255,101.6127,104.8385,206.4512,631.47,0.3269374634,janson,,,,,,,,,,,N/A,,3,5.25,5,3.25
Paul Gauguin,1,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1963,92.71,18.0975,22.86,13.97,8.255,413.70885,115.32235,529.0312,631.47,0.8377772499,janson,,,,,,,,,,,36.5,,7.125,9,5.5,3.25
Paul Gauguin,1.1,,192,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1969,#VALUE!,7.62,13.335,12.7,8.255,101.6127,104.8385,206.4512,635.1,0.3250688081,janson,,,,,,,,,,,N/A,,3,5.25,5,3.25
Paul Gauguin,1.1,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1969,92.71,18.0975,22.86,13.97,8.255,413.70885,115.32235,529.0312,635.1,0.8329888207,janson,,,,,,,,,,,36.5,,7.125,9,5.5,3.25
Paul Gauguin,2,,192,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1977,#VALUE!,7.62,13.335,12.7,8.255,101.6127,104.8385,206.4512,611.1,0.3378353788,janson,,,,,,,,,,,N/A,,3,5.25,5,3.25
Paul Gauguin,2,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1977,92.71,17.78,22.86,13.97,8.255,406.4508,115.32235,521.77315,611.1,0.8538261332,janson,,,,,,,,,,,36.5,,7,9,5.5,3.25
Paul Gauguin,3,,192,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1986,#VALUE!,8.89,15.875,10.16,8.89,141.12875,90.3224,231.45115,599.96,0.3857776352,janson,,,,,,,,,,,N/A,,3.5,6.25,4,3.5
Paul Gauguin,3,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1986,92.71,17.78,22.5425,13.335,8.89,400.80565,118.54815,519.3538,599.96,0.8656473765,janson,,,,,,,,,,,36.5,,7,8.875,5.25,3.5
Paul Gauguin,4,,192,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1991,35.56,8.89,15.5575,12.7,8.89,138.306175,112.903,251.209175,592.8,0.4237671643,janson,,,,,,,,,,,14,,3.5,6.125,5,3.5
Paul Gauguin,4,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1991,92.71,10.795,13.335,13.335,8.89,143.951325,118.54815,262.499475,592.8,0.4428128796,janson,,,,,,,,,,,36.5,,4.25,5.25,5.25,3.5
Paul Gauguin,5,,192,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1995,35.56,9.2075,15.875,10.16,8.89,146.1690625,90.3224,236.4914625,618.45,0.3823938273,janson,,,,,,,,,,,14,,3.625,6.25,4,3.5
Paul Gauguin,5,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1995,92.71,10.795,13.335,22.86,8.89,143.951325,203.2254,347.176725,618.45,0.5613658744,janson,,,,,,,,,,,36.5,,4.25,5.25,9,3.5
Paul Gauguin,5,,192,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,1995,374.65,6.985,18.0975,10.16,8.89,126.4110375,90.3224,216.7334375,618.45,0.3504461759,janson,,,,,,,,,,,147.5,,2.75,7.125,4,3.5
Paul Gauguin,6,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),2001,92.71,10.4775,13.6525,17.78,8.89,143.0440688,158.0642,301.1082688,640.2,0.4703346903,janson,,,,,,,,,,,36.5,,4.125,5.375,7,3.5
Paul Gauguin,6,,192,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,2001,374.65,6.6675,18.0975,12.7,8.89,120.6650813,112.903,233.5680813,640.2,0.3648361157,janson,,,,,,,,,,,147.5,,2.625,7.125,5,3.5
Paul Gauguin,7,,192,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),2007,92.71,11.43,14.2875,22.225,8.89,163.306125,197.58025,360.886375,623.5,0.5788073376,janson,,,,,,,,,,,36.5,,4.5,5.625,8.75,3.5
Paul Gauguin,7,,192,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,2007,374.65,7.62,20.0025,24.765,8.89,152.41905,220.16085,372.5799,623.5,0.5975619888,janson,,,,,,,,,,,147.5,,3,7.875,9.75,3.5
Paul Gauguin,8,,192,French,Male,White,Not Hispanic or Latinx,The Vision after the Sermon (Jacob Wrestling with the Angel),2011,92.71,11.7475,14.9225,24.13,8.89,175.3020688,214.5157,389.8177688,616.59,0.6322155221,janson,,,,,,,,,,,36.5,,4.625,5.875,9.5,3.5
Paul Gauguin,8,,192,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,2011,374.65,8.255,21.59,26.035,8.89,178.22545,231.45115,409.6766,616.59,0.6644230364,janson,,,,,,,,,,,147.5,,3.25,8.5,10.25,3.5
Paul Jenkins,1.1,,193,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1969,203.2,23.495,14.605,5.715,8.255,343.144475,47.177325,390.3218,635.1,0.6145832152,janson,,,,,,,,,,,80,,9.25,5.75,2.25,3.25
Paul Jenkins,2,,193,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1977,203.2,23.1775,14.605,5.715,8.255,338.5073875,47.177325,385.6847125,611.1,0.6311319138,janson,,,,,,,,,,,80,,9.125,5.75,2.25,3.25
Paul Jenkins,3,,193,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1986,203.2,23.1775,14.605,3.81,8.89,338.5073875,33.8709,372.3782875,599.96,0.6206718573,janson,,,,,,,,,,,80,,9.125,5.75,1.5,3.5
Paul Jenkins,4,,193,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1991,182.88,11.43,7.3025,4.1275,8.89,83.467575,36.693475,120.16105,592.8,0.2027008266,janson,,,,,,,,,,,72,,4.5,2.875,1.625,3.5
Paul Klee,1,,194,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1963,69.85,24.4475,16.8275,5.715,8.255,411.3903063,47.177325,458.5676313,631.47,0.726190684,janson,,,,,,,,,,,27.5,,9.625,6.625,2.25,3.25
Paul Klee,1,,194,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1963,30.48,11.43,8.255,17.145,8.255,94.35465,141.531975,235.886625,631.47,0.3735515939,janson,,,,,,,,,,,12,,4.5,3.25,6.75,3.25
Paul Klee,1.1,,194,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1969,69.85,24.4475,16.8275,5.715,8.255,411.3903063,47.177325,458.5676313,635.1,0.7220400429,janson,,,,,,,,,,,27.5,,9.625,6.625,2.25,3.25
Paul Klee,1.1,,194,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1969,30.48,11.43,8.255,17.145,8.255,94.35465,141.531975,235.886625,635.1,0.3714165092,janson,,,,,,,,,,,12,,4.5,3.25,6.75,3.25
Paul Klee,2,,194,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1977,69.85,24.4475,16.8275,3.81,8.255,411.3903063,31.45155,442.8418563,611.1,0.7246634859,janson,,,,,,,,,,,27.5,,9.625,6.625,1.5,3.25
Paul Klee,2,,194,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1977,30.48,11.43,8.255,17.78,8.255,94.35465,146.7739,241.12855,611.1,0.3945811651,janson,,,,,,,,,,,12,,4.5,3.25,7,3.25
Paul Klee,3,,194,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1986,69.85,24.4475,16.8275,5.08,8.89,411.3903063,45.1612,456.5515063,599.96,0.7609699084,janson,,,,,,,,,,,27.5,,9.625,6.625,2,3.5
