Yearof Publication,Artist,CountToDate,TotalAreaText(cm^2)
,Fred Tomaselli,1,
,Fred Sandback,1,
,Fred Plaut,1,
,Fred Naiden,1,
,Fred Hopkins,1,
,Fred Gutzeit,1,
,Fred Fredericks,1,
,Fred Block,1,
,Fred Berger,1,
,Fred Becker,1,
,Fred Adler,1,
,Franziska Megert,1,
,Franz West,1,
2020,Franz Marc,7,110.25
2016,Franz Marc,6,112.76
2013,Franz Marc,5,116.25
2009,Franz Marc,4,119.04
2005,Franz Marc,3,121.93
2001,Franz Marc,2,133.2
1996,Franz Marc,1,81
1996,Franz Kline,6,72
1991,Franz Kline,5,75.6
1986,Franz Kline,4,58.8
1980,Franz Kline,3,54.6
1975,Franz Kline,2,54.6
1970,Franz Kline,1,51.75
,Franz Goebel,1,
,Franz Erhard Walther,1,
,Franz Ackermann,1,
,Franky Kong,1,
,Franklin Chenault Watkins,1,
,Frankie Mann,1,
,Frank Young,1,
2020,Frank Stella,7,65.1
2016,Frank Stella,6,61.64
2013,Frank Stella,5,58.1
2009,Frank Stella,4,44.64
2005,Frank Stella,3,50.73
2001,Frank Stella,2,51.3
1996,Frank Stella,1,59.4
,Frank O. Gehry,1,
,Frank Moore,1,
,Frank Lloyd Wright,1,
,Frank Irvine,1,
,Frank Holliday,1,
,Frank Gohlke,1,
,Frank Gillette,1,
,Frank Foster,1,
,Frank Brandt,1,
,"Frank Bigbear, Jr.",1,
,Frank Barkow,1,
,Frank Auerbach,1,
,Francoise Schein,1,
2020,François Boucher,12,66.03
2016,François Boucher,11,70.08
2013,François Boucher,10,66.29
2009,François Boucher,9,67.89
2005,François Boucher,8,80.99
2001,François Boucher,7,85.5
1996,François Boucher,6,85.5
1991,François Boucher,5,75.6
1986,François Boucher,4,84
1980,François Boucher,3,75.6
1975,François Boucher,2,77
1970,François Boucher,1,75.9
,François Baschet,1,
,François Barré,1,
,François Aubert,1,
,Franco Ciarlo,1,
,Franco Assetto,1,
,Franco Albini,1,
,Franciszek Starowieyski,1,
,Francisco Farreras,1,
,Francisco de Goya,1,
,Francisco Borès,1,
,Francisco Artigas,1,
,Francisco Amighetti Ruiz,1,
,Francisco Aguera,1,
,Francis Edmund Currey,1,
,Francis Criss,1,
,Francis Chapin,1,
,Francis Cape,1,
,Francis Bruguière,1,
,Francis Bedford,1,
2020,Francis Bacon,12,100.44
2016,Francis Bacon,11,93.84
2013,Francis Bacon,10,77.9
2009,Francis Bacon,9,65.1
2005,Francis Bacon,8,77.43
2001,Francis Bacon,7,90
1996,Francis Bacon,6,45
1991,Francis Bacon,5,113.4
1986,Francis Bacon,4,67.2
1980,Francis Bacon,3,58.8
1975,Francis Bacon,2,59.5
1970,Francis Bacon,1,44.85
,Francis Alÿs,1,
,Francesco Vezzoli,1,
,Francesco Cristofanetti,1,
,Francesco Clemente,1,
,Frances Stark,1,
,Frances Lee,1,
,Frances Benjamin Johnston,1,
,Frances Barth,1,
,Frances Avery,1,
,Fran Bealor,1,
,Fra Bartolommeo,1,
,Fra Angelico,1,
,Foster Associates,1,
,Fortuyn/O'Brien,1,
,forlag ed,1,
,Ford Motor Co.,1,
,Ford Madox Brown,1,
,For Freedoms,1,
,Florine Stettheimer,1,
,Florian Slotawa,1,
,Florian Hecker,1,
,Florence Forst,1,
,Florence Decker,1,
,Firelei Báez,1,
,Fiona Duff,1,
,Fiona Banner,1,
,Finola Jones,1,
,Filippo di Sambuy,1,
,"Ferrari S.p.A., Maranello, Italy",1,
,Fernando Palma Rodríguez,1,
,Fernando Campana,1,
2020,Fernando Botero,2,90.09
2016,Fernando Botero,1,86
,Fernando Balcells,1,
2020,Fernand Léger,13,146.25
2016,Fernand Léger,12,122.72
2013,Fernand Léger,11,127.41
2009,Fernand Léger,10,111.6
2005,Fernand Léger,9,119.26
2001,Fernand Léger,8,130.5
1996,Fernand Léger,7,119.7
1986,Fernand Léger,6,69.72
1980,Fernand Léger,5,63
1975,Fernand Léger,4,63
1970,Fernand Léger,3,60.72
1959,Fernand Léger,2,44.53
1948,Fernand Léger,1,38.35
,Ferhat Özgür,1,
,Ferenc Berko,1,
,Feng Mengbo,1,
,Félix Vallotton,1,
,Felix Gonzalez-Torres,1,
,Felix Augenfeld,1,
,Felicindo Iglesias Acevedo,1,
,Felice Beato,1,
,Fedo Ertl,1,
,Federico Castellon,1,
,Fatima Al Qadiri,1,
,FAT magazine,1,
,Fast Forward,1,
,Fassih Keiso,1,
,Fareed Armaly,1,
,Faramarz Pilaram,1,
,Faithanne Carapella,1,
,Facel Metallon,1,
,Fabiana de Barros,1,
,Fabian Marcaccio,1,
,F. W. Murnau,1,
,F. Holland Day,1,
,Ezra Stoller,1,
,Eyal Danieli,1,
,Exonemo,1,
,Exchange T.V.,1,
,Ewald André Dupont,1,
,Evriah Bader,1,
,Evrenii Borisov,1,
,Evert Lundquist,1,
,"Eventstructures, Inc.",1,
,Even Bie-Larsen,1,
,Evelyn Baldwin,1,
,Eve Sussman | Rufus Corporation,1,
,Eve Sonneman,1,
,Eve Fowler,1,
,Eve Arnold,1,
,Evan Hughes,1,
,Eva Zeisel,1,
,Eva Hesse,1,
,Eva Besnyö,1,
,Eukodia Mironowa,1,
,Eugenie Baizerman,1,
,Eugenia Balcells,1,
,Eugéne Leroy,1,
2020,Eugène Delacroix,16,696.81
2016,Eugène Delacroix,15,456.52
2013,Eugène Delacroix,14,527.31
2009,Eugène Delacroix,13,663.7
2005,Eugène Delacroix,12,254.54
2001,Eugène Delacroix,11,393.3
1996,Eugène Delacroix,10,1171.8
1991,Eugène Delacroix,9,363.3
1986,Eugène Delacroix,8,903
1980,Eugène Delacroix,7,373.38
1975,Eugène Delacroix,6,525
1970,Eugène Delacroix,5,888.03
1959,Eugène Delacroix,4,51.85
1948,Eugène Delacroix,3,105.02
1936,Eugène Delacroix,2,99.75
1926,Eugène Delacroix,1,88.65
,Eugène Cuvelier,1,
,Eugene Colonna,1,
,Eugène Carrière,1,
,Eugene Buechel,1,
,Eugene Brodsky,1,
,Eugène Boudin,1,
,Eugene Berman,1,
1996,Eugène Atget,3,103.5
1991,Eugène Atget,2,105
1959,Eugène Atget,1,51.85
,Ettore Colla,1,
,Etienne de Beaumont,1,
,Étienne Carjat,1,
,Ethyl Eichelberger,1,
,Ethelyn Honig,1,
,Ethan Crenson,1,
,Etel Adnan,1,
,Esther Kläs,1,
,Esther Bubley,1,
,Estela Bravo,1,
,Esteban Francés,1,
,Esra Ersen,1,
,Esperanza Cortes,1,
,Escobedo Soliz Studio,1,
,Erwin Blumenfeld,1,
,Erwin Andra,1,
,Erol (Erol Akyavas),1,
,Ernst Neizvestny,1,
2020,Ernst Ludwig Kirchner,8,163.15
2016,Ernst Ludwig Kirchner,7,165.6
2013,Ernst Ludwig Kirchner,6,158.1
2009,Ernst Ludwig Kirchner,5,170.4
2005,Ernst Ludwig Kirchner,4,57.85
2001,Ernst Ludwig Kirchner,3,192.6
1996,Ernst Ludwig Kirchner,2,36
1991,Ernst Ludwig Kirchner,1,155.4
,Ernst Haas,1,
,Ernst Benkert,1,
,Ernst Barlach,1,
,Ernie Gusella,1,
,Ernie Gehr,1,
,Ernesto Neto,1,
,Ernesto Caivano,1,
,Ernest Mundt,1,
,Ernest Knee,1,
,Ernest J. Bellocq,1,
,Ernest Hopf,1,
,Ernest Gusella,1,
,Ernest Guenzburger,1,
,Ernest Fiene,1,
,Ernest Briggs,1,
,Ernest Braun,1,
,Ernest Blumenschein,1,
,Ernest Bachrach,1,
,Erland Cullberg,1,
,Erik Steinbrecher,1,
,Erik Rørbæk Madsen,1,
,Erik Gunnar Asplund,1,
,Erik Bryggman,1,
,Erik Ahlsen,1,
,Ericka Beckman,1,
,Erich Mendelsohn,1,
,Erich Ludwig Stahl,1,
,Erich Heckel,1,
,Erich Andres,1,
,Eric Orr,1,
,Eric Isenburger,1,
,Eric Gill,1,
,Eric Fischl,1,
,Eric Ericsson,1,
,Eric Duyckaerts,1,
,Eric de Broche des Combes,1,
,Eric Bunge,1,
,Eric Boman,1,
,Eric Bogosian,1,
,Eric Andersen,1,
,Ergonomi Design Gruppen (now Veryday),1,
,Ercole Brini,1,
,Enzo Cucchi,1,
,Ensamble Studio/MIT-POPlab,1,
,Enrique Aguerre,1,
,Enrico Baj,1,
,Enno Hallek,1,
,Emmy Andriesse,1,
,Emmett Williams,1,
,Emmet Gowin,1,
,Emmanuel Pereire,1,
,Emma Lu Davis,1,
,Emma Amos,1,
,Emily Jennings,1,
,Emily Jacir,1,
,Emily Feather,1,
,Emily Breer,1,
,Emily Belding,1,
,Emily Armstrong,1,
,Emilio Amero,1,
,Emilio Ambasz,1,
,Émile-Antoine Bourdelle,1,
,Emile Gallé,1,
,Emile Branchard,1,
,Émile Bernard,1,
,Émile Bénard,1,
2013,Emil Nolde,9,103.71
2009,Emil Nolde,8,80.31
2005,Emil Nolde,7,84.55
2001,Emil Nolde,6,85.5
1996,Emil Nolde,5,61.2
1986,Emil Nolde,4,67.2
1980,Emil Nolde,3,58.8
1975,Emil Nolde,2,59.5
1970,Emil Nolde,1,42.78
,Emil Cardinaux,1,
,Emil Antonucci,1,
,Emery Clark,1,
,Emanuel Rosales,1,
,Elyn Zimmerman,1,
,Else Gabriel,1,
,Else Alfelt,1,
,Elsa Goldsmith,1,
2020,Ellsworth Kelly,12,53.94
2016,Ellsworth Kelly,11,55.2
2013,Ellsworth Kelly,10,46.5
2009,Ellsworth Kelly,9,34.41
2005,Ellsworth Kelly,8,35.6
2001,Ellsworth Kelly,7,40.5
1996,Ellsworth Kelly,6,51.3
1991,Ellsworth Kelly,5,140.28
1986,Ellsworth Kelly,4,39.48
1980,Ellsworth Kelly,3,40.32
1975,Ellsworth Kelly,2,98
1970,Ellsworth Kelly,1,64.17
,Ellsworth Ausby,1,
,Elliott Erwitt,1,
,Ellen Rumm,1,
,Ellen Phelan,1,
,Ellen Gallagher,1,
,Ellen Fullman,1,
,Ellen Fisher,1,
,Ellen Driscoll,1,
,Ellen Cooper,1,
,Ellen Cibula,1,
,Ellen Cantor,1,
,Ellen Brooks,1,
,Ellen Bang,1,
,Ellen Auerbach,1,
,Ella Bergmann-Michel,1,
,Elke Schmees,1,
,Elke Lixfield,1,
2020,Elizabeth Murray,2,158.1
2016,Elizabeth Murray,1,140.76
,Elizabeth Ewart,1,
,Elizabeth Diller,1,
,Elizabeth Demaray,1,
,Elizabeth Cooper,1,
,Elizabeth Chitty,1,
,Elizabeth Bogert,1,
,Elizabeth Blumenthal,1,
,Elise Asher,1,
,Elisabetta Benassi,1,
,Elisa Amoroso,1,
,Eliot Porter,1,
,Eliot Elisofon,1,
,Elijah Pierce,1,
,Elie Nadelman,1,
,Elena Elagina,1,
,Eleanor L. Coward,1,
,Eleanor Bond,1,
,Eleanor Antin,1,
,Elaine Reichek,1,
,Elad Lassry,1,
1959,El Lissitzky,1,64.05
,El Anatsui,1,
,Eileen Gray,1,
,Eileen Cowin,1,
,Eileen Agar,1,
,Eikoh Hosoe,1,
,Eike Becker,1,
,Eija-Liisa Ahtila,1,
,Ei Arakawa,1,
,Egmont Arens,1,
,Egidio Bacchi,1,
,Eero Saarinen,1,
,Eero Aarnio,1,
,Edwin Middleton,1,
,Edwin Lutyens,1,
,Edwin Dickinson,1,
2020,Edward Weston,7,124.62
2016,Edward Weston,6,117.76
2013,Edward Weston,5,123.69
2009,Edward Weston,4,57.66
2005,Edward Weston,3,51.62
2001,Edward Weston,2,55.8
1991,Edward Weston,1,134.4
,Edward Steichen,1,
1996,Edward Ruscha,2,109.8
1991,Edward Ruscha,1,110.88
,Edward Ranney,1,
,Edward Larrabee Barnes,1,
2020,Edward Hopper,12,88.35
2016,Edward Hopper,11,87.4
2013,Edward Hopper,10,85.56
2009,Edward Hopper,9,85.56
2005,Edward Hopper,8,92.56
2001,Edward Hopper,7,93.6
1996,Edward Hopper,6,99
1991,Edward Hopper,5,100.8
1986,Edward Hopper,4,138.6
1980,Edward Hopper,3,126
1959,Edward Hopper,2,33.55
1936,Edward Hopper,1,31.5
,Edward Higgins,1,
,Edward Gordon Craig,1,
,Edward Durell Stone,1,
,Edward Curtis,1,
,Edward Corbett,1,
,Edward Colker,1,
,Edward Clark,1,
,Edward Chavez,1,
,Edward Burra,1,
,Edward Blount,1,
,Edward Biberman,1,
,Edward Bharton,1,
,Edward Bawden,1,
,Edward Avedisian,1,
,Edward Ardizzone,1,
,Edward Anthony,1,
,"Edward Ancourt, Paris",1,
2020,Edvard Munch,12,204.6
2016,Edvard Munch,11,225.4
2013,Edvard Munch,10,137.64
2009,Edvard Munch,9,114.39
2005,Edvard Munch,8,69.42
2001,Edvard Munch,7,148.5
1996,Edvard Munch,6,175.5
1991,Edvard Munch,5,126
1986,Edvard Munch,4,61.32
1980,Edvard Munch,3,54.6
1975,Edvard Munch,2,54.6
1970,Edvard Munch,1,55.2
1991,Eduardo Paolozzi,1,196.56
,Eduardo Del Valle,1,
,Eduardo Chillida,1,
,Eduardo Arroyo,1,
,Eduardo Abaroa,1,
,Edson Chagas,1,
,Édouard-Wilfred Buquet,1,
,Édouard-Denis Baldus,1,
,Édouard Vuillard,1,
,Edo Bertoglio,1,
,Edmondo Bacci,1,
,Edmond-François Aman Jean,1,
,Edgardo Aragón,1,
,Eddie Adams / Associated Press,1,
,Edda Renouf,1,
,Ed Rossbach,1,
,Ed Emshwiller,1,
,Ed Clark,1,
,Ed Bowes,1,
,Ed Baynard,1,
,Ed Bailey,1,
,Ed Atkins,1,
,ECP,1,
,Ebernard Bosslet,1,
,Eberhard Grames,1,
,Eberhard Blum,1,
,Earnest Hallen,1,
,Earle Brown,1,
,E.P. Davis,1,
,E.H. Davis,1,
,E.A. Adams,1,
,E. McKnight Kauffer,1,
,E. H. Bone,1,
,Duncan Ferguson,1,
,"Dunbar Furniture Manufacturing Corp., Berne, IN",1,
,Dugald Gordon,1,
,Duangrit Bunnag,1,
1991,Duane Michals,1,105
,Drew Heitzler,1,
,Drew Berry,1,
,Drew Beattie,1,
,Drag Lomax,1,
,Dr. H. P. Berlage,1,
,Downtown Community TV Center,1,
,Dove Bradshaw,1,
,Douglass Crockwell,1,
,Douglas Huebler,1,
,Douglas Gordon,1,
,Douglas Dunn,1,
,Douglas Davis,1,
,Douglas Darden,1,
,Douglas Braswell,1,
,Douglas Borgatedt,1,
,Douglas Baz,1,
,Douglas Ashford,1,
,Doug Wheeler,1,
,Doug Sanderson,1,
,Doug Rickard,1,
,Doug Hall,1,
,Doug Aubrey,1,
,Doug Aitken,1,
,Double Dutch Dancers,1,
,Dotty Attie,1,
,Dorr Bothwell,1,
,Dorothy Liebes,1,
,Dorothy Cross,1,
,Dorothy Coke,1,
,Dorothy Berge,1,
,Dorothy Arzner,1,
1996,Dorothea Rockburne,1,96.3
2020,Dorothea Lange,8,146.16
2016,Dorothea Lange,7,102.34
2013,Dorothea Lange,6,102.3
2009,Dorothea Lange,5,94.86
2005,Dorothea Lange,4,100.57
2001,Dorothea Lange,3,144
1996,Dorothea Lange,2,208.8
1991,Dorothea Lange,1,271.32
,Dorota Jurczak,1,
,Dorit Margreiter,1,
,Doris Totten Chase,1,
,Doris Adrian,1,
,Donna Dennis,1,
,Donna Cameron,1,
,Donna Bott,1,
,Donato D'Urbino,1,
,Donald Sultan,1,
,Donald Sanders,1,
,Donald McKay,1,
,Donald Lipski,1,
,Donald L. Dickson,1,
,Donald  Kaufman,1,
,Donald Judd,1,
,Donald Deskey Associates,1,
,Donald Brun,1,
,Donald Blumberg,1,
,Donald Barthelme,1,
,Donald Baechler,1,
,Dona Nelson,1,
,Don Gummer,1,
,Don Dudley,1,
,Don Druick,1,
,Dominique Berretty/Black Star Publishing Co.,1,
,Dominick Di Meo,1,
,Dolores Dembus Bittleman,1,
,Dmitri M. Shashurin,1,
,dkyk (diqueyque),1,
,DJ McDonald,1,
,Dirk Dumon,1,
,Dinos Chapman,1,
,Dinh Q. Lê,1,
,Dimitry Merinoff,1,
,Dimitri Petrovich Plavinsky,1,
,Dimitri Hadzi,1,
,Dimitri Devyatkin,1,
,Diller Scofidio + Renfro,1,
,Diller + Scofidio,1,
,Dike Blair,1,
,Digital Equipment Corporation,1,
,Dieter Roth,1,
,Dieter Finke,1,
,Dieter Appelt,1,
2020,Diego Rivera,9,164.88
2016,Diego Rivera,8,156.4
2013,Diego Rivera,7,150.66
2009,Diego Rivera,6,127.2
2005,Diego Rivera,5,60.52
2001,Diego Rivera,4,72
1959,Diego Rivera,3,85.4
1948,Diego Rivera,2,145.73
1936,Diego Rivera,1,134.54
,Die Tödlische Doris,1,
,Didier Faustino,1,
,Didier Bay,1,
,Didi Dubelyew,1,
,Dick Higgins,1,
,Dianna Frid,1,
,Diane Torr,1,
,Diane Martel,1,
,Diane Bertolo,1,
2013,Diane Arbus,1,85.56
,Diana Balton,1,
,Diana Agrest,1,
,Dewey Albinson,1,
,Devon Dikeou,1,
,Devin Kenny,1,
,Devendra Banhart,1,
,Development and Resource Corp.,1,
,Derrick Adams,1,
,Derek Boshier,1,
,Dennis Oppenheim,1,
,Dennis Hopper,1,
,Dennis Farber,1,
,Dennis Balk,1,
,Dennis Adams,1,
,Denise Gruenstein,1,
,Denise Green,1,
,Denise Corley,1,
,Denis Brihat,1,
,Deng Tai,1,
,Dena Crane,1,
,Demetrius Oliver,1,
,Demetrius Klein,1,
,Delia Smith,1,
,Deirdre Burnett,1,
,Dee Axelrod,1,
,Declan Clarke,1,
,Decca Records,1,
,Deborah Whitman,1,
,Deborah Turbeville,1,
,Deborah Ostrow,1,
,Deborah Fleming Caffery,1,
,Deborah Adler,1,
,Dearraindrop,1,
,Deanna Kamiel,1,
,Deana Lawson,1,
,Dean McNeil,1,
,De Wain Valentine,1,
,Davidson Gigliotti,1,
,David Weiss,1,
,David Weinstein,1,
,David Watson,1,
,David W. Carlson,1,
,David V. Hayes,1,
,David Tudor,1,
,David Tremlett,1,
,David Thorne,1,
,David T. Hanson,1,
,David Smith,1,
,David Shulman,1,
,David Shea,1,
,David Shapiro,1,
,David Seidner,1,
,David Ryan,1,
,David Robbins,1,
,David Remfry,1,
,David Reed,1,
,David Rabinowitch,1,
,David Octavius Hill,1,
,David Novros,1,
,David Melamed,1,
,David Medalla,1,
,David Maljković,1,
,David Levinthal,1,
,David Lamelas,1,
,David Kirkpatrick,1,
,David Kelley,1,
,David Jacob,1,
,David Jackson,1,
,David J. Lewis,1,
,David Ireland,1,
1996,David Hockney,2,79.2
1991,David Hockney,1,180.6
,David Hare,1,
,David Hammons,1,
,David Greene,1,
,David Goldblatt,1,
,David Godbold,1,
,David Galbraith,1,
,David Freund,1,
,David Diao,1,
,David Deutsch,1,
,David Craven,1,
,David Clarkson,1,
,David Chartier,1,
,David Cerny,1,
,David Byrne,1,
,David Burliuk,1,
,David Bunn,1,
,David Budd,1,
,David Brunetti,1,
,David Brown Group,1,
,David Brooks,1,
,David Bowie,1,
,David Bomberg,1,
,David Blandy,1,
,David Black,1,
,David Bishop,1,
,David Bentley,1,
,David Behrman,1,
,David Beck,1,
,David Barratt,1,
,David Balfour,1,
,David Askevold,1,
,David Aronson,1,
,David Armstrong,1,
,David Annesley,1,
,David Amico,1,
,David Altmejd,1,
1980,David Alfaro Siqueiros,5,79.8
1975,David Alfaro Siqueiros,4,42
1970,David Alfaro Siqueiros,3,48.3
1959,David Alfaro Siqueiros,2,36.6
1948,David Alfaro Siqueiros,1,51.33
,David Aldrich,1,
,David Alan Harris,1,
,David Ahlstrom,1,
,David Adamo,1,
,David Abernathy,1,
,Dave Muller,1,
,"Daum Frères, Nancy, France",1,
,Daryl Trivieri,1,
,Darryl Sapien,1,
,Darryl Curran,1,
,Darren Bader,1,
,Darren Almond,1,
,Darrel Ellis,1,
,Darrel Austin,1,
,Dario Bartolini,1,
,Daria Dorosh,1,
,Dara Birnbaum,1,
,Dante Ferretti,1,
,Dante Bandini,1,
,Dankmar Adler,1,
,Danita Geltner,1,
,Danilo Aroldi,1,
,Daniel van der Velden,1,
,Daniel Habegger,1,
,Daniel Gordon,1,
,Daniel Faust,1,
,Daniel Dixon,1,
,Daniel Buren,1,
,Daniel Bozhkov,1,
,Daniel Baranowsky,1,
,Daniel Arsham,1,
,Daniel Abraham,1,
,Dana Hoey,1,
,Dana Atchley,1,
,Dan Weiner,1,
,Dan Graham,1,
,Dan Gibbons,1,
,Dan George,1,
,Dan Friedman,1,
,Dan Flavin,1,
,Dan Eisenberg,1,
,Dan Cooper,1,
,Dan Concholar,1,
,Dan Coma,1,
,Dan Christensen,1,
,Dan Budnik,1,
,Dan Boord,1,
,Dan Asher,1,
,Damien Hirst,1,
,Dalla Husband,1,
,Dale Hoyt,1,
,Dale Henry,1,
,Dale Frank,1,
,Dale Brockman Davis,1,
,Daizaburo Harada,1,
,Daimler AG / Mercedes-Benz Design,1,
,Dahlov Ipcar,1,
,D. W. Griffith,1,
,D-L Alvarez,1,
,Cyprien Gaillard,1,
,Cynthia Rush,1,
,Cynthia Hedstrom,1,
,Cynthia Coulter,1,
,Cynthia Carlson,1,
,Cy Twombly,1,
,Cushing-Gellatly,1,
,Curtis Mitchell,1,
,Cuno Amiet,1,
,Cundo Bermúdez,1,
,Cui Jei,1,
,Cristiano Toraldo di Francia,1,
,Cristian Alexa,1,
,Crew of Battlefields Project,1,
,Crane Co.,1,
,Craig Kauffman,1,
,Craig Hodgetts,1,
,Craig Bromberg,1,
,Craig Baumhofer,1,
,Coy Howard,1,
,Costantino Nivola,1,
,Cosimo Di Leo Ricatto,1,
,Cosima von Bonin,1,
,Cory Arcangel,1,
,Corrado Cagli,1,
,Corrado Aroldi,1,
,"Corning Glass Works, Corning, NY",1,
,Cornell Capa,1,
,Corinne Guibert,1,
,Corey D'Augustine,1,
,Copper Giloth,1,
,"Coors Porcelain Co., Golden, CO",1,
,Coop Himmelb(l)au,1,
,Constantin Brâncuși,1,
,Constancia Vokietaitis,1,
,Constance DeJong,1,
,Constance Ash,1,
,Conrad Ventur,1,
,Conrad Botes,1,
,Conrad Atkinson,1,
,Connie Beckley,1,
,"Congress of South African Trade Unions (COSATU), South Africa",1,
,CONFETTISYSTEM,1,
,"Composers Inside Electronics, Inc.",1,
,Comme des Garçons,1,
,"Columbia Broadcasting System, Television Studio",1,
,Collin Davis,1,
,Colleen Atwood,1,
,Colin Christian,1,
,Colin Campbell,1,
,Colin Beatty,1,
,Colin Batty,1,
,Colette,1,
,Coil,1,
,Cohabitation Strategies (CohStra),1,
,CODA,1,
,Clyfford Still,1,
,Clyde Jones,1,
,Clyde Connell,1,
,Clinton Adams,1,
,Clifford and Rosemary Ellis,1,
,Cleo Crawford,1,
,Clemens von Wedemeyer,1,
,Clegg and Guttmann,1,
,Clayton Bailey,1,
,Claus Bremer,1,
,Claudio Bravo,1,
,Claudia Schwalb,1,
,Claudia Andujar,1,
2020,Claude Monet,15,744.58
2016,Claude Monet,14,734.62
2013,Claude Monet,13,643.8
2009,Claude Monet,12,617.37
2005,Claude Monet,11,371.13
2001,Claude Monet,10,456.3
1996,Claude Monet,9,231.3
1991,Claude Monet,8,186.48
1986,Claude Monet,7,84
1980,Claude Monet,6,78.12
1975,Claude Monet,5,73.5
1970,Claude Monet,4,72.45
1959,Claude Monet,3,128.1
1936,Claude Monet,2,68.25
1926,Claude Monet,1,93.575
,Claude Lévêque,1,
,Claude Beller,1,
,Clark Murray,1,
,Clarence John Laughlin,1,
,Clarence H. White,1,
,Clarence G. Badger,1,
,Clara Williams,1,
,Claes Oldenburg,1,
,Cioni Carpi,1,
,Cinthia Marcelle,1,
2020,Cindy Sherman,7,94.86
2016,Cindy Sherman,6,92
2013,Cindy Sherman,5,83.7
2009,Cindy Sherman,4,104.16
2005,Cindy Sherman,3,113.92
2001,Cindy Sherman,2,127.8
1996,Cindy Sherman,1,63
,Cindy Bernard,1,
,Chung-Ho Chak,1,
,Chuck Genco,1,
2020,Chuck Close,7,176.7
2016,Chuck Close,6,167.44
2013,Chuck Close,5,186
2009,Chuck Close,4,171.03
2005,Chuck Close,3,75.65
2001,Chuck Close,2,81
1996,Chuck Close,1,81
,Chu Chiahua,1,
,Chryssa (Chryssa Vardea-Mavromichali),1,
,Christy Karacas,1,
,Christopher Wool,1,
,Christopher Wilmarth,1,
,Christopher Williams,1,
,Christopher Sperandio,1,
,Christopher Martin Hofstetter,1,
,Christopher Giglio,1,
,Christopher D'Arcangelo,1,
,Christopher Bucklow,1,
,Christophe Boutin,1,
,Christoph Girardet,1,
,Christoph Draeger,1,
,Christoph Buchel,1,
,Christof Kohlhöfer,1,
,Christo,1,
,Christine Osinski,1,
,Christine Lidrbauch,1,
,Christine Kaufman,1,
,Christine Cornell,1,
,Christine Choy,1,
,Christiana Dittmann,1,
,Christian Wolff,1,
,Christian Rohlfs,1,
,Christian Marclay,1,
,Christian Holstad,1,
,Christian Ferris,1,
,Christian Doyle,1,
,Christian Dotremont,1,
,Christian de Portzamparc,1,
,Christian de Boschnek,1,
,Christian Bonnefoi,1,
,Christian Boltanski,1,
,Christian Blau,1,
,Christian Bérard,1,
,Christiaan Bastiaans,1,
,Chris Yuin,1,
,Chris Wiley,1,
,Chris Scholz,1,
,Chris Marker,1,
,Chris Jonic,1,
,Chris Hanson,1,
,Chris Doyle,1,
,Chris Dondorp,1,
,Chris Cunningham,1,
,Chris Burden,1,
,Chris Brown,1,
,Chris Bors,1,
,Chris Bernardi,1,
,Chitra Ganesh,1,
,"Chiron Press, New York",1,
,Chip Lord,1,
,Chin-wai Ching,1,
,Chim↑Pom,1,
,Chiharu Shiota,1,
,Chet Engle,1,
,Cheryl Donegan,1,
,Cherif Defraoui,1,
,Cheng Sha Ping,1,
,Chen Zhen,1,
,Chen Xiaonan,1,
,Chen Shun-Chu,1,
,Chen Hui-chiao,1,
,"Chemex Corp., New York, NY",1,
,Chema Cobo,1,
,Chelin,1,
,Check  Boterf,1,
,Chauncey Hare,1,
,Charmion von Wiegand,1,
,Charlotte Victoria,1,
,Charlotte Perriand,1,
,Charlotte Moorman,1,
,Charlie Morrow,1,
,Charlie Ahearn,1,
,Charles White,1,
,"Charles Somers-Cocks, 3rd Earl Somers",1,
,Charles Simonds,1,
2001,Charles Sheeler,4,47.7
1996,Charles Sheeler,3,191.7
1991,Charles Sheeler,2,126
1948,Charles Sheeler,1,17.7
,Charles Ross,1,
,Charles Robert Ashbee,1,
,Charles Rennie Mackintosh,1,
,Charles Moore,1,
,Charles M. Bell,1,
,Charles James,1,
,Charles J. Brabin,1,
,Charles Howard,1,
,Charles Harrison,1,
,Charles Garabedian,1,
,Charles Gaines,1,
,Charles Eames,1,
,Charles Despiau,1,
,Charles Dennis,1,
2020,Charles Demuth,7,350.3
2016,Charles Demuth,6,389.16
2013,Charles Demuth,5,77.19
2009,Charles Demuth,4,72.54
2005,Charles Demuth,3,83.66
2001,Charles Demuth,2,148.5
1959,Charles Demuth,1,82.35
,Charles Christopher Hill,1,
,Charles Camoin,1,
,Charles Burchfield,1,
,Charles Bernstein,1,
,Charles Barenne,1,
,Charles Atlas,1,
,Charles Arnoldi,1,
,Charles Alston,1,
,Charles Addams,1,
,Charles Abramson,1,
,Charles A. Arnold Jr.,1,
,Charlemagne Palestine,1,
,Chantal Akerman,1,
,Channel Four Television,1,
,Chang Wen-Yuan,1,
,Chang Shuhong,1,
,Chang Shih Min,1,
,Chaim Soutine,1,
,Chaim Gross,1,
,César (César Baldaccini),1,
,Cercle et Carré,1,
,Centre for Experimental Art and Communication,1,
,Cengiz Çekil,1,
,Celeste Boursier-Mougenot,1,
,Cedric Gibbons,1,
,Cedric Buchet,1,
,Cecily Brown,1,
,Cecily Brennan,1,
,Cecilie Dahl,1,
,Cecile Abish,1,
,Cecil Gray Bazelon,1,
